,Valence,Dominance,Arousal,Frequency,Effect_Size,P_Value
crud,0.312,0.33,0.444,2.63,-0.3634547572528916,0.7695063634013705
crude,0.198,0.402,0.357,4.0,-0.7398434541789309,0.9302807115495356
cruel,0.122,0.866,0.391,4.12,-0.1570110630683851,0.6169193820953967
cruelly,0.146,0.79,0.471,2.95,0.2363837721672413,0.3194837100885832
cruelty,0.092,0.836,0.536,3.76,-0.2749914598204205,0.7105344204496593
cruise,0.74,0.442,0.683,4.22,1.271350856606918,0.0058599644104261
cruiser,0.737,0.49,0.608,3.52,0.6143247788380525,0.1067484409680268
cruising,0.886,0.58,0.56,3.52,0.4006496377763743,0.2121739566056332
crumb,0.417,0.255,0.216,2.97,0.6473519867689772,0.0968888581782896
crumble,0.333,0.48,0.423,3.29,0.1907286941989096,0.3536481478094384
crumbling,0.167,0.696,0.308,3.29,0.0261492110317718,0.4783403700819481
crummy,0.125,0.531,0.224,2.58,0.3500917508964353,0.2400263262029325
crunch,0.292,0.63,0.406,3.66,-0.28869707571084,0.7214925837108173
crunchy,0.625,0.56,0.539,3.22,0.7241730780927373,0.0750487513893207
crusade,0.592,0.72,0.709,3.59,-0.8077904694377277,0.948436364937016
crusader,0.439,0.588,0.548,3.21,-0.8620319458932933,0.9572579257858782
crush,0.271,0.676,0.582,4.17,0.5162186444829939,0.1445083569749881
crushed,0.167,0.647,0.3,4.03,-0.2965154258741255,0.7221315696609062
crusher,0.271,0.709,0.598,3.11,-0.6904626229047593,0.9137586408474284
crushing,0.219,0.755,0.411,3.83,-0.0501846881438567,0.5441972505317735
crust,0.542,0.337,0.456,3.7,0.8997626311867477,0.0349695852824778
crusty,0.625,0.531,0.473,3.01,-0.2899914317620641,0.7198832651811063
crutch,0.302,0.294,0.302,2.9,-0.1647860110014956,0.6238541950074357
crux,0.469,0.558,0.519,3.05,-0.3762590157462633,0.7704259500025028
cry,0.133,0.627,0.255,4.59,0.0700586530808292,0.4458222557403902
crybaby,0.375,0.702,0.311,2.76,-0.552912379060461,0.8618523662473759
crying,0.153,0.704,0.208,4.56,0.3848210222529264,0.2213700136737817
crypt,0.156,0.431,0.386,3.1,0.0422204421627629,0.4628577169745395
cryptic,0.296,0.516,0.474,3.23,-0.4163962005323871,0.7966066299077836
cryptography,0.49,0.415,0.65,2.91,-0.8124189940085953,0.949789505032158
crystal,0.618,0.27,0.508,4.4,1.278999988262437,0.0052184433912263
crystalline,0.765,0.235,0.534,3.24,0.5014443376924668,0.1553752659010097
crystallization,0.6,0.449,0.565,2.64,0.0681408324112132,0.4454721044687181
cub,0.646,0.382,0.284,3.49,-0.4323987687279347,0.8116456652062947
cubby,0.354,0.385,0.36,2.55,0.5438488030471234,0.1359282455502359
cube,0.469,0.226,0.274,3.82,-0.4454666269162317,0.8127304304083378
cubic,0.458,0.306,0.407,3.71,0.1446268228861643,0.3836547512147937
cubicle,0.479,0.343,0.417,3.07,0.4302316164147808,0.1964413008426229
cuckold,0.21,0.573,0.23,2.85,0.8688029558922866,0.0400042128968527
cuckoo,0.42,0.459,0.284,3.14,-0.1302165756794736,0.5988631671451525
cucumber,0.49,0.235,0.237,3.41,1.1264210346218262,0.0121054308690977
cuddle,0.885,0.559,0.475,3.4,0.5453534376372142,0.1344950499310406
cuddled,0.906,0.547,0.567,2.7,0.6892256578032652,0.0852581805910051
cuddles,0.847,0.382,0.5,2.96,0.4555906478000925,0.1845276687743664
cuddling,0.917,0.562,0.433,3.11,0.8260536145540016,0.0509902624616986
cue,0.521,0.433,0.484,3.75,-0.1366017101773098,0.6099753871407716
cuff,0.469,0.453,0.387,3.51,-0.1895096139997551,0.6451190280977026
cuisine,0.714,0.365,0.39,3.81,0.2570521349654637,0.3063769533725702
culinary,0.654,0.443,0.519,3.56,0.3575209699503446,0.2319712037159438
cull,0.365,0.702,0.464,2.96,-0.5748651875039077,0.8732601376103937
culminate,0.667,0.55,0.602,2.74,0.1317215135295104,0.3888563927058301
culmination,0.656,0.586,0.695,3.26,-0.5063972546940337,0.844706162426813
culpability,0.112,0.745,0.368,2.76,-0.6145022326504728,0.8849047293852366
culpable,0.14,0.7,0.319,2.89,-1.213606530406608,0.9919102161000722
culprit,0.062,0.676,0.333,3.4,-0.5897376769019065,0.8857888976167454
cult,0.448,0.535,0.648,4.09,-1.2062721830179717,0.9922757869027043
cultivate,0.708,0.41,0.598,3.42,-0.0693178974479577,0.5554248820161432
cultivated,0.837,0.343,0.564,3.6,-0.3693363937502305,0.7712025903249535
cultivation,0.625,0.324,0.462,3.63,-0.564292867296828,0.8708276028838801
cultural,0.802,0.39,0.623,4.75,0.2063519489965606,0.3316596482776731
culture,0.753,0.304,0.675,5.03,0.1848112086744414,0.3487227886842891
cultured,0.635,0.429,0.625,3.3,0.5043123640757703,0.1573909945282899
culvert,0.337,0.324,0.343,2.55,-0.9409360434456856,0.9701099213705408
cumbersome,0.259,0.623,0.292,3.16,0.2846555526422504,0.2805351634312627
cumulus,0.57,0.433,0.432,2.57,0.4013481189493764,0.2082506245379627
cunning,0.604,0.685,0.683,3.45,-0.9592523470085622,0.9728774662132256
cunt,0.135,0.673,0.377,3.87,1.2459072738896413,0.0063573480194498
cup,0.615,0.167,0.231,5.11,0.2553947573141619,0.3061541982181213
cupboard,0.553,0.2,0.304,3.44,0.7417404427804706,0.0686283715584461
cupcake,0.656,0.333,0.344,3.35,1.255868779003573,0.0060774482036797
cupping,0.49,0.61,0.402,2.6,1.0622522325504644,0.017662813462116
cur,0.44,0.519,0.46,2.92,-0.9629028834445028,0.9738284631510686
curable,0.823,0.292,0.574,2.66,0.000193582510847,0.5037487923502086
curate,0.726,0.418,0.526,3.03,-0.6137707644646896,0.8889468734415646
curative,0.667,0.318,0.613,2.66,0.1414219033082523,0.3898741728851908
curator,0.688,0.389,0.688,3.55,0.4770119191782001,0.1680727610786039
curb,0.472,0.371,0.402,3.79,-0.3065212075337596,0.7297143775400525
curd,0.542,0.442,0.278,2.92,0.7699150023823543,0.0633800641993369
cure,0.719,0.377,0.623,4.32,-0.3504638843824992,0.7622938627802011
curfew,0.219,0.618,0.623,3.37,-0.3646390520187346,0.7713563067694161
curiosity,0.75,0.755,0.463,3.97,0.0934541423659323,0.4268482949148223
curious,0.635,0.6,0.483,4.45,0.0051346484047609,0.4906682870544075
curl,0.385,0.452,0.351,3.52,0.509279961201628,0.1519032573233195
curling,0.583,0.592,0.4,3.51,0.5273157858798416,0.1457731372639659
currency,0.583,0.418,0.592,4.37,-0.4153264404666184,0.7893250492643096
current,0.625,0.312,0.612,5.27,-0.0238125715262821,0.5236483322518222
curriculum,0.708,0.306,0.62,4.12,0.3241390201384615,0.2514464247250298
curry,0.633,0.345,0.302,3.96,0.4307633625664064,0.1937610118701335
curse,0.033,0.72,0.375,4.07,-0.4886865077048598,0.8367073388279114
cursed,0.083,0.783,0.393,3.77,-0.4652536228905222,0.8187319540639811
cursing,0.112,0.86,0.446,3.31,-0.4853667996201536,0.8311737134221975
cursory,0.423,0.451,0.431,2.92,-0.1528642219812848,0.622973574827879
curt,0.245,0.61,0.452,3.16,-0.9671233135509676,0.9727385327676842
curtail,0.306,0.439,0.497,2.98,-0.4183510748677138,0.7951994044731712
curtailment,0.23,0.578,0.431,2.23,-0.0232074820089713,0.5206300428465568
curtain,0.698,0.278,0.304,3.86,0.3123157939317662,0.2624081972501582
curtains,0.615,0.123,0.342,3.66,0.7625410440138177,0.0622594227256702
curtsy,0.635,0.412,0.598,2.05,1.4604032929544746,0.0015711133823433
curvature,0.417,0.367,0.447,3.22,0.7071809688821783,0.0817287694936934
curve,0.48,0.375,0.307,4.14,0.0971510211001783,0.422636887532587
curved,0.542,0.407,0.337,3.83,0.4258235311116858,0.1990213130008702
curvilinear,0.48,0.575,0.411,2.29,1.1511302296118686,0.0106227938166142
cushion,0.653,0.221,0.292,3.58,0.4196420327955317,0.1976087747294252
cushy,0.823,0.283,0.395,2.66,0.0211144397339563,0.4834268066808285
cusp,0.667,0.71,0.7,3.05,0.7124541360573844,0.0763937240802751
cuss,0.354,0.538,0.443,2.83,-0.148928576420713,0.6166126347949634
cussed,0.156,0.625,0.454,2.37,0.0971162713208772,0.4184001432830603
custard,0.618,0.26,0.293,3.17,0.7558545227292691,0.0669867934926469
custodial,0.418,0.462,0.718,3.1,0.4825322799739736,0.1671632877527791
custodian,0.594,0.625,0.528,3.12,-0.7150995290537854,0.9213361818438874
custody,0.494,0.472,0.675,4.22,-0.0524332133097562,0.5509945608717735
custom,0.552,0.382,0.688,4.43,-0.8646106537488352,0.9611453023596286
customary,0.7,0.253,0.561,3.53,-0.3241139270427216,0.7383425743702562
customer,0.562,0.43,0.673,4.61,0.3527715198024762,0.2378755879105109
customized,0.625,0.504,0.59,3.44,0.364113639324746,0.2277883071713575
cut,0.49,0.49,0.393,5.24,-0.4391009573631574,0.8060507776159294
cutaneous,0.365,0.37,0.328,2.86,0.376631024200798,0.2277738386697807
cute,0.92,0.528,0.579,4.65,0.9267847978644814,0.032097743318749
cuticle,0.34,0.32,0.377,2.69,0.5225383553653349,0.1479921215303792
cutie,0.638,0.528,0.464,3.32,0.9672601302680792,0.0260876152786724
cutlass,0.173,0.648,0.528,2.59,-0.2194853852360826,0.6635975848638846
cutlery,0.552,0.3,0.345,3.01,-0.0746382714804168,0.5555134533947341
cutoff,0.432,0.51,0.518,3.21,-0.5461903334285182,0.86963149051884
cutter,0.427,0.731,0.583,3.7,-0.240936385134788,0.6780239671376925
cutters,0.197,0.653,0.491,3.28,-0.573636950394226,0.8724242610899112
cutthroat,0.11,0.823,0.663,2.84,0.067665813334022,0.4477190851772861
cutting,0.448,0.375,0.536,4.61,-0.477890699722325,0.8356872051690971
cuttings,0.479,0.392,0.433,3.03,1.0232513787736135,0.0209341721771026
cwt,0.5,0.41,0.384,2.4,-0.3669612418566137,0.7747942764685907
cyanide,0.229,0.667,0.545,3.24,-0.3287059319335215,0.7494427955627998
cyberspace,0.677,0.594,0.611,2.99,0.2291301666511324,0.3234150024885174
cycle,0.635,0.4,0.533,4.6,0.1435392828602747,0.3868770112664847
cyclical,0.38,0.45,0.554,3.16,0.1693480026023852,0.3684354479471162
cyclist,0.684,0.582,0.576,3.58,-0.2616721635015712,0.7033521217524241
cyclone,0.416,0.796,0.673,3.51,0.8145388489526402,0.0535594714839151
cylinder,0.459,0.324,0.447,3.99,-0.4008868257051107,0.786412095273769
cylindrical,0.458,0.294,0.414,3.34,0.1140795881690736,0.4143402655314274
cymbal,0.542,0.363,0.362,2.59,-0.9073066294825732,0.9653321566720122
cynic,0.135,0.632,0.473,2.81,-0.8042486939038125,0.947715136524722
cynical,0.156,0.76,0.474,3.59,-0.6559849118973575,0.9024937615008782
cynicism,0.104,0.78,0.454,3.13,-0.3782079554198212,0.7762043476282319
cyst,0.173,0.578,0.312,3.12,0.9033835431530772,0.0347849125732908
cystic,0.314,0.481,0.4,3.07,1.03969947399345,0.0174064657310543
cytomegalovirus,0.186,0.657,0.443,2.04,0.5485427887515081,0.1363120649583302
cytoplasm,0.378,0.442,0.474,2.77,1.0349669242947557,0.0185032615117756
czar,0.48,0.348,0.643,3.0,-1.0198766987312615,0.9803883446356856
dab,0.51,0.337,0.34,3.32,0.2034594794658653,0.3459308975997329
dabble,0.55,0.53,0.491,2.68,0.1078298016258823,0.422562343598846
dabbling,0.562,0.726,0.676,2.6,0.1612287242586407,0.3765608065857267
dad,0.857,0.412,0.786,4.95,-0.2512538184475145,0.6998275088908738
daddy,0.795,0.4,0.736,4.36,-0.1984708688565528,0.6546107122952567
dado,0.51,0.24,0.364,2.26,-1.2097223986782206,0.9924941457673128
daemon,0.333,0.49,0.5,2.81,-1.2029472156730758,0.9916514838365876
daft,0.255,0.436,0.157,3.44,-0.5908180186146316,0.8874897082542074
dagger,0.224,0.797,0.613,3.54,-0.2141490823006544,0.6677864010301193
daily,0.653,0.347,0.473,5.07,0.2721424184003065,0.2926156304294809
dainty,0.604,0.284,0.424,3.07,1.370272126631094,0.0029435195160526
daiquiri,0.67,0.519,0.4,2.29,0.4306499120983626,0.1990574940908296
dairy,0.633,0.255,0.462,4.09,1.2263006710469142,0.0069195899761143
daisy,0.562,0.367,0.333,3.78,0.8708106717032189,0.0423533026851935
dak,0.51,0.417,0.424,3.14,-0.6686797885004763,0.9072568376331268
dale,0.622,0.27,0.365,3.98,-1.256778467881486,0.9940586434742488
dam,0.25,0.553,0.394,4.17,0.1625436534048928,0.3649094323240662
damage,0.059,0.726,0.403,4.9,-0.2115917951021262,0.6649353537905378
damaged,0.104,0.635,0.182,4.39,0.1719661559446214,0.3629616901813378
damages,0.082,0.76,0.31,4.13,-0.03761561678563,0.5300454794139651
dame,0.694,0.48,0.5,3.96,0.8235074071524559,0.0511373517920389
damn,0.073,0.784,0.431,5.09,-0.1976396631107127,0.6580908440377256
damnation,0.135,0.75,0.416,2.95,-1.2218082699216102,0.9927344457901742
damned,0.1,0.76,0.465,3.87,-0.4106572773002958,0.7931257189265022
damp,0.36,0.279,0.21,3.62,0.4414862175383426,0.1926566247290729
dampened,0.271,0.422,0.336,2.64,0.4173251165046257,0.2026146292702368
damper,0.459,0.378,0.473,2.94,-0.0778830071829146,0.5657931627887193
damsel,0.719,0.475,0.4,2.89,1.0942671348191706,0.0142561056520427
dance,0.894,0.84,0.551,4.93,0.7173878846889622,0.0745642451940716
dancer,0.74,0.768,0.545,3.99,1.1992911322546986,0.0081244547525852
dancing,0.885,0.868,0.444,4.5,0.757607673450701,0.0636656602636687
dandruff,0.398,0.298,0.293,2.65,-0.1080269675183713,0.5842881445895369
dandy,0.673,0.52,0.63,3.25,-0.9135649552523396,0.9649490817326511
danger,0.115,0.923,0.673,4.59,-0.4874378760766507,0.8382632669869906
dangerous,0.02,0.941,0.658,4.79,-0.5521885412482168,0.8711579759856132
dangerously,0.082,0.93,0.564,3.47,0.4382733292982989,0.1904857811239808
dangit,0.396,0.606,0.358,2.01,0.1270094935197341,0.4006431511853704
dangle,0.362,0.469,0.375,2.92,0.6454356139478534,0.0978837808561043
dank,0.39,0.381,0.383,3.26,-0.641784231394296,0.902032318157709
dapper,0.77,0.56,0.698,2.91,-1.204808956476287,0.9924775403538584
dare,0.677,0.788,0.684,4.31,-0.1006015497607514,0.5780091085041481
daredevil,0.429,0.714,0.653,3.29,-1.0325297255278874,0.980189179225792
daresay,0.54,0.451,0.49,2.49,0.4467016073027613,0.1873592988979233
daring,0.583,0.84,0.711,3.7,0.1703659053496603,0.3685915339069102
dark,0.198,0.398,0.426,5.04,0.0271179837893032,0.4817623932260576
darken,0.25,0.471,0.382,2.88,0.0563887475634833,0.4483919878499378
darkened,0.135,0.44,0.452,3.13,0.2267123526813406,0.3227311759557696
darkly,0.219,0.548,0.443,2.97,0.1133753773284833,0.4087848588668702
darkness,0.102,0.602,0.418,4.3,-0.3827854478329683,0.7789705567790771
darkroom,0.188,0.627,0.423,2.66,-0.6898221816133312,0.9165851753502224
darkside,0.102,0.69,0.365,2.44,-0.6067399014680946,0.8890859976445533
darling,0.885,0.37,0.608,4.09,1.0458106410347394,0.0161548690088761
darn,0.115,0.765,0.418,3.61,0.3385036069503654,0.2466491441331617
dart,0.417,0.608,0.5,3.52,-0.8202856675255439,0.9494506794100498
dash,0.574,0.312,0.324,4.0,0.4039163612789541,0.2127951793865559
dashboard,0.51,0.371,0.595,3.33,0.3649577000560472,0.2305902457155395
dashed,0.276,0.393,0.338,3.28,-0.0541166049182778,0.5399853172166766
dashing,0.612,0.627,0.799,3.27,-0.7398080080328883,0.9280263572470244
dastardly,0.208,0.688,0.27,2.64,-1.2816687981261945,0.9946295205463136
data,0.5,0.25,0.426,5.34,0.0673832579657801,0.4504903707785264
database,0.604,0.286,0.644,4.31,0.1249696298664747,0.4034045761356821
date,0.604,0.231,0.4,5.22,1.3945696482808,0.0027721068245923
daughter,0.908,0.415,0.455,5.07,0.5707727207714353,0.1260715379248728
dawdle,0.479,0.464,0.357,1.97,0.4929641343159813,0.165984923295324
dawn,0.827,0.235,0.519,4.27,0.097396178245616,0.4229107767971416
dawned,0.694,0.471,0.473,3.03,0.226641159332245,0.3218247960594682
day,0.719,0.269,0.389,5.95,-0.3286050480964693,0.7470894694388774
daybreak,0.802,0.358,0.474,3.03,-0.3887873876156485,0.7821863704989617
daycare,0.776,0.481,0.36,3.3,0.7269127743900553,0.0747734653879276
daydream,0.75,0.337,0.456,2.98,0.7817823901042079,0.0558486172834173
daydreaming,0.776,0.36,0.479,2.87,0.708522976367374,0.0799305494336877
daylight,0.865,0.42,0.545,3.84,-0.3279276799464294,0.7436401876741229
daytime,0.75,0.324,0.454,3.66,1.1197101552691973,0.0131476832990503
daze,0.245,0.735,0.329,2.89,0.3131728434828055,0.2676124371585386
dazed,0.3,0.697,0.277,3.13,0.2245533614005507,0.3232862929682887
dazzle,0.73,0.782,0.683,3.02,0.4356494743458384,0.1919233934947165
dazzling,0.854,0.88,0.767,3.39,0.6790849871073101,0.0865980953294819
deacon,0.531,0.43,0.736,3.39,-1.2383009328909662,0.9933892390566984
deactivate,0.235,0.447,0.392,2.97,-0.1634528582655253,0.6221718592665408
dead,0.052,0.454,0.194,5.19,-0.9057819263193432,0.9642846796658642
deadbeat,0.229,0.453,0.368,2.77,-0.194073629965338,0.648142748775436
deadline,0.214,0.615,0.46,4.12,-0.2957160578092236,0.7228816020669204
deadlines,0.406,0.769,0.411,3.38,0.3018935107856919,0.271796338461169
deadlock,0.17,0.418,0.323,2.97,-1.172973116193892,0.9902006678964652
deadly,0.143,0.849,0.554,4.16,-0.3616049728765914,0.7639371156759985
deafening,0.281,0.835,0.482,2.98,-0.1455643851194473,0.6121691255177408
deafness,0.125,0.413,0.219,2.9,0.3466823575890801,0.2427286218458737
deal,0.719,0.599,0.543,5.32,-0.7330676227415385,0.9305399130413756
dealer,0.799,0.615,0.683,4.19,-1.0646426511603426,0.9837796484181902
dealership,0.541,0.43,0.629,3.42,-0.7080959297629663,0.9216687013763236
dealing,0.724,0.415,0.598,4.6,-0.4743240372078277,0.8264913872551012
dealings,0.6,0.491,0.48,3.54,-0.912573458843437,0.9654800550311264
dean,0.612,0.469,0.723,4.4,-0.4324858486713218,0.8087471059011222
dear,0.88,0.434,0.629,4.77,0.3494227582935283,0.2374371714770005
dearest,0.902,0.427,0.508,3.42,0.4763615984479468,0.1709269515600433
dearth,0.156,0.539,0.255,2.92,0.1133070347756468,0.411535438294232
death,0.031,0.72,0.472,5.4,-0.6614776451370491,0.9095257334332694
deathbed,0.051,0.652,0.311,2.97,-0.3604139426438856,0.7574395123181377
deathly,0.073,0.771,0.682,2.91,0.3673885851248334,0.2324896842785696
debacle,0.156,0.606,0.266,3.21,-0.2468572509735894,0.6916973717822993
debased,0.219,0.529,0.17,2.38,-0.3316514061236695,0.7433053899207467
debatable,0.181,0.61,0.474,3.13,-0.6005214981298866,0.8837949146538517
debate,0.408,0.691,0.683,4.64,-0.6493728769334153,0.9022435647341588
debauchery,0.354,0.901,0.5,2.77,0.0613972187957672,0.4490485842322534
debenture,0.417,0.5,0.466,2.18,0.2805865753454514,0.2845655753042128
debilitating,0.125,0.49,0.308,3.19,0.4085104473833801,0.2010678404827669
debit,0.333,0.4,0.474,3.62,0.2691056335708436,0.2911064695307147
debrief,0.247,0.343,0.549,2.45,-0.3263869049200674,0.7372692571201774
debriefing,0.427,0.58,0.456,2.56,-0.3456882663790373,0.7555467682323874
debris,0.135,0.396,0.327,3.92,-0.1798291128668949,0.6399435615674653
debt,0.204,0.598,0.336,4.69,-0.4699369780784547,0.8307094459816602
debtor,0.219,0.546,0.16,3.08,-0.3761531515763626,0.771008924845711
debut,0.806,0.606,0.629,4.52,-0.2493947010449505,0.6909667255750364
debutante,0.771,0.627,0.454,2.52,1.5862375204546044,0.0008827510947071
decade,0.531,0.402,0.665,4.52,-0.3443493512167562,0.7545020205569106
decadence,0.237,0.455,0.291,2.86,0.4248453186588481,0.2024814660127665
decadent,0.29,0.559,0.324,3.04,0.9498421597828126,0.0291503875823249
decaf,0.48,0.324,0.353,2.63,0.4448891309786379,0.1853843475625141
decanter,0.438,0.567,0.51,2.53,-0.1334067510243732,0.603250681069338
decathlon,0.573,0.753,0.62,2.57,-1.5444214769090487,0.9989411635121584
decay,0.143,0.312,0.17,3.83,0.0562061951309079,0.4497178611893018
decayed,0.017,0.375,0.169,2.84,0.1230713678116489,0.3990292179928436
decaying,0.073,0.51,0.214,3.14,-0.1641036963009358,0.6262474922596166
deceased,0.021,0.538,0.188,3.96,-0.1904764591659772,0.6498811416571506
decedent,0.423,0.481,0.415,2.33,0.0881739168243651,0.4270104554148473
deceit,0.02,0.696,0.343,3.24,-0.4397736793215561,0.8061676698582796
deceitful,0.071,0.788,0.371,2.97,-0.3705479040231204,0.7664536280619612
deceive,0.094,0.775,0.414,3.38,-0.6216780983142234,0.8929078884879802
deceived,0.059,0.673,0.302,3.39,-0.6875763211974868,0.9132547014378364
deceiving,0.099,0.636,0.426,3.17,-0.3449562302224884,0.7521453740599915
december,0.74,0.54,0.464,5.07,0.6407121247582054,0.0990271174544139
decency,0.75,0.235,0.634,3.5,-0.1367787460592587,0.6027248193604364
decent,0.823,0.296,0.653,4.4,-0.9529483381403552,0.9728973234914284
deception,0.09,0.745,0.37,3.65,-0.6560907527141284,0.9023558524080716
deceptive,0.027,0.605,0.294,3.34,-0.1745955048855805,0.6336888183471188
decide,0.656,0.54,0.855,4.78,-0.1132446822544461,0.5939008730396619
decidedly,0.75,0.48,0.843,3.37,0.0104068990451829,0.4909135812038923
deciduous,0.385,0.353,0.282,3.01,0.7001099335806806,0.0800263607281497
decimal,0.507,0.259,0.305,3.28,0.9111520141417252,0.0325928840815858
decimeter,0.52,0.292,0.377,1.21,-0.3908597646786828,0.7844400575793276
decipher,0.417,0.63,0.652,3.14,0.2790015941077495,0.2877073255109893
decision,0.646,0.51,0.839,5.09,-0.4842010072645872,0.8287511937844998
decisive,0.74,0.509,0.935,3.8,-0.888667183268386,0.9599395100028802
